,name,longitude,latitude
380,HONG KONG (ASCOT) PRESCHOOL,114.2744,22.3145
381,HONG KONG 5-S KINDERGARTEN,114.0777,22.4253
382,HONG KONG ACADEMY,114.2744,22.3855
383,HONG KONG BAPTIST UNIVERSITY - KG,114.1822,22.337
384,HONG KONG BETHEL CHURCH GIDEON KG,114.0497,22.4762
385,HONG KONG CHRISTIAN SERVICE PARIO KG,114.18,22.3003
386,HONG KONG KINDERGARTEN ASSN PRE-SCHOOL,114.0777,22.4253
387,HONG KONG LING LIANG CHURCH KG,114.1835,22.2772
388,HONG KONG LING LIANG CHURCH SAU TAK KG,113.9458,22.2899
389,HONG KONG LING LIANG CHURCH TSUEN WAN KG,113.9447,22.2905
390,HONG KONG MAN SANG KG (NORTH POINT),114.1969,22.2907
391,HONG KONG NOBEL PRESCHOOL,113.9828,22.4053
392,HONG KONG PRESCHOOL (PICTORIAL),114.2744,22.3145
393,HONG KONG SOKA KINDERGARTEN,114.1801,22.3308
394,HONG KONG STUDENT AID SOCIETY PO TAT NUR,114.0054,22.4652
395,HONG KONG TRUE LIGHT KG (CAINE ROAD),114.152,22.2815
396,HONG YING ANGLO-CHINESE KINDERGARTEN,114.2382,22.425
397,HOP YAT CHURCH CHAN PAK WANG MEMORIAL KG,114.1971,22.2868
398,HOP YAT CHURCH SHIN KA CHUEN MEM KG,114.2338,22.4243
399,IMMACULATE HEART OF MARY KINDERGARTEN,114.1828,22.3758
400,INTERNATIONAL CHRISTIAN SCH - KG,114.2099,22.3869
401,INTERNATIONAL MONTESSORI SCH - AN IMEF,114.2099,22.3869
402,INTL COLL HK HONG LOK YUEN (KG SECT),114.1535,22.4639
403,INVENTIVE FUNFUL KINDERGARTEN,114.165,22.3132
404,ISLAMIC ABU BAKAR CHUI MEMORIAL KG,114.1968,22.3494
405,ISLAMIC POK OI KINDERGARTEN,113.972,22.3886
406,ISLAND CHILDREN'S MONTESSORI K/G (LKW),114.2024,22.291
407,ISLAND CHILDREN'S MONTESSORI KG,114.1982,22.2892
408,ISLAND MONTESSORI INTERNATIONAL KINDERGA,113.9324,22.2286
409,JADE KINDERGARTEN,114.2369,22.2636
410,JAMES ANGLO-CHINESE KG (SHAM SHUI PO),113.9991,22.4583
411,JING JING AC KG (HUNG SHUI KIU BR),113.9958,22.4327
412,JING JING INTERNATIONAL KINDERGARTEN,114.0274,22.4457
413,JING JING KG (TUEN MUN BRANCH),113.977,22.389
414,JING JING KINDERGARTEN (SHUN LEE BRANCH),114.2057,22.3233
415,JINGLE BELL KINDERGARTEN,114.1703,22.3134
416,JONATHAN INNOVATIVE ENGLISH KINDERGARTEN,114.1782,22.3322
417,JORDAN PAK HOI KINDERGARTEN,114.165,22.3132
418,JOYFUL WORLD KINDERGARTEN,114.1794,22.3643
419,JOYFUL WORLD KINDERGARTEN (BELVEDERE),114.1794,22.3643
420,JOYFUL WORLD KINDERGARTEN (SHA TIN),114.2485,22.432
421,JUNK BAY KINGSLAND KINDERGARTEN,114.178,22.3197
422,KA FUK BAPTIST CHURCH PRE-SCHOOL,114.1822,22.337
423,KAM LAM CATHOLIC KINDERGARTEN,114.2602,22.3203
424,KAM TSIN VILLAGE HO TUNG KINDERGARTEN,114.1121,22.5014
425,KARLAM ANGLO-CHINESE KG (OASIS GARDEN),113.9665,22.3841
426,KARLAM ANGLO-CHINESE KINDERGARTEN,113.9665,22.3841
427,KARLAM KG (TUEN MUN BRANCH),113.9665,22.3841
428,KAU YAN SCHOOL,114.141,22.2854
429,KEEN MIND KINDERGARTEN,114.1766,22.3282
430,KELLETT SCHOOL,114.1396,22.2524
431,KENDALL INTERNATIONAL PRESCHOOL,114.158,22.2846
432,KENTVILLE KINDERGARTEN,114.1778,22.3384
433,KHALSA DIWAN KINDERGARTEN,114.0019,22.4685
434,KIANGSU & CHEKIANG PRIMARY SCHOOL,114.2004,22.287
435,KIN SANG BAPTIST CHURCH BRADBURY PRE SCH,114.1825,22.3357
436,KIN SANG LUTHERAN KINDERGARTEN,114.2214,22.3146
437,KING LAM LUTHERAN DAY NURSERY,114.25,22.263
438,KINGSTON INTERNATIONAL KINDERGARTEN,114.1774,22.3312
439,KOHITSUJI KINDERGARTEN,114.165,22.3132
440,KOREAN INTERNATIONAL SCHOOL,114.2232,22.2854
441,KORNHILL ANGLO-CHINESE KINDERGARTEN,114.2158,22.284
442,KORNHILL CHRISTIAN ANGLO-CHINESE KG,114.2158,22.284
443,KORNHILL VICTORIA KINDERGARTEN,114.2166,22.2836
444,KOWLOON BAPTIST CHURCH KINDERGARTEN,114.1858,22.3245
445,KOWLOON CANNAN ANGLO-CHINESE KG,114.1982,22.2892
446,KOWLOON CITY BAPTIST CHURCH HAY NIEN KG,114.1858,22.3245
447,KOWLOON CITY BAPTIST CHURCH KA FUK KG,114.1858,22.3245
448,KOWLOON CITY BAPTIST CHURCH KINDERGARTEN,114.1858,22.3245
449,KOWLOON CITY BAPTIST CHURCH TSZ OI KG,114.1858,22.3245
450,KOWLOON FUNFUL KINDERGARTEN,114.1763,22.3272
451,KOWLOON GAR SUM ANGLO-CHINESE KG,114.2494,22.2655
452,KOWLOON LING LIANG CHURCH DAY NURSERY,114.1861,22.3275
453,KOWLOON LING LIANG CHURCH KINDERGARTEN,114.1861,22.3275
454,KOWLOON RHENISH SCHOOL,114.1753,22.3295
455,KOWLOON TRUE LIGHT SCHOOL (KG SECTION),N,N
456,KOWLOON WOMEN'S WELFARE CLUB NURSERY SCH,114.1752,22.3129
457,KWAI CHUNG BAPTIST CHURCH KINDERGARTEN,114.1372,22.3651
458,KWAI SHING RHENISH CHURCH KINDERGARTEN,114.1372,22.3651
459,KWOK MAN VERNACULAR NORMAL ANGLO-CHI KG,114.1723,22.317
460,KWONG LAM BAPTIST LUI KWOK PAT FONG KG,114.2279,22.3189
461,KWUN TONG BAPTIST CHURCH CHOI MING KG,114.2223,22.3187
462,KWUN TONG BAPTIST CHURCH KINDERGARTEN,114.2223,22.3187
463,KWUN TONG METHODIST KINDERGARTEN,114.2214,22.3146
464,KWUN TONG ST AGNES ENGLISH KINDERGARTEN,114.2617,22.3103
465,LA PETITE ENFANCE KINDERGARTEN,114.0612,22.3532
466,LAI KING RHENISH NURSERY,114.1927,22.28
467,LAM TIN LING LIANG KINDERGARTEN,114.1835,22.2772
468,LEAPFROG KINDERGARTEN,114.165,22.3132
469,LEARNING HABITAT KG,114.2594,22.3664
470,LEARNING HABITAT KG (CHATHAM LV),114.2594,22.3664
471,LEARNING HABITAT KG (DOUBLE COVE),114.2426,22.43
472,LEARNING HABITAT KG (HAMPTON LOFT),114.2594,22.3664
473,LEARNING HABITAT KG (LOHAS PARK),114.2732,22.2925
474,LEE ANDREW MEMORIAL ANGLO-CHINESE KG,114.1942,22.2852
475,LEI TUNG LUTHERAN DAY NURSERY,114.03,22.2096
476,LEI YUE MUN METHODIST KINDERGARTEN,114.2391,22.2972
477,LEUNG KING LUTHERAN DAY NURSERY,114.2396,22.2756
478,LI MEGAN KINDERGARTEN,114.1828,22.3758
479,LICK HANG KINDERGARTEN,114.2751,22.3161
480,LING YAN SCHOOL,114.0335,22.4408
481,LINGNAN KINDERGARTEN (SIU SAI WAN),114.25,22.263
482,LITTLE BUDS KINDERGARTEN,114.0688,22.4338
483,LITTLE DALTON KINDERGARTEN,114.165,22.3132
484,LITTLE DALTON KINDERGARTEN(WEST KOWLOON),114.2202,22.2827
485,LITTLE LANTAU MONTESSORI KINDERGARTEN,113.9397,22.2788
486,LITTLE NEWTON ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
487,LKWFS CHU SUI LAN ANGLO-CHINESE KG,114.2494,22.2655
488,LOCK TAO CHRISTIAN KINDERGARTEN,114.2397,22.2784
489,LOK FU RHENISH CHURCH KINDERGARTEN,114.2002,22.3451
490,LOK FU RHENISH NURSERY,114.1927,22.28
491,LOK KING KINDERGARTEN,114.1537,22.464
492,LOK SIN TONG CHEUNG YIP MOU CHING KG,114.098,22.3504
493,LOK SIN TONG KU LEE KWOK SIN KG,114.1777,22.3662
494,LOK SIN TONG LEE YIN YEE KINDERGARTEN,114.1945,22.3338
495,LOK SIN TONG MAN NG WING YEE KG,113.9633,22.3965
496,LOK SIN TONG STEPHEN LEUNG KINDERGARTEN,113.9633,22.3965
497,LONG PING ESTATE SING YAN KINDERGARTEN,114.0234,22.4497
498,LOTUS ASSOCIATION OF HK SIU HEI COURT KG,113.9676,22.3731
499,LOVING HEART LUTHERAN KINDERGARTEN,114.1971,22.341
500,LST TANG TAK LIM KINDERGARTEN,114.1613,22.3336
501,LUDUS KINDERGARTEN,114.1954,22.3444
502,LUI CHEUNG KWONG LUTHERAN KINDERGARTEN,113.9782,22.3879
503,LUI KWAN POK LUTHERAN DAY NURSERY,114.03,22.2096
504,LUK YEUNG KINDERGARTEN,114.1197,22.3725
505,LUTHERAN PHILIP HOUSE MA TAU WAI NUR SCH,114.0008,22.4541
506,LUTHERAN PHILIP HSE HING MAN NURSERY SCH,114.1746,22.3004
507,LUTHERAN PHILIP HSE KAI YIP NURSERY SCH,114.1746,22.3004
508,LUTHERAN PHILIP HSE OI LUN NURSERY SCH,114.1746,22.3004
509,LYC'EE FRANCAIS INTL (FRENCH INTL SCH),114.1917,22.2612
510,MA ON SHAN LING LIANG KINDERGARTEN,114.2404,22.4246
511,MALVERN COLLEGE PRE-SCHOOL HONG KONG,114.1478,22.2841
512,MANHABIT KINDERGARTEN,114.1768,22.3306
513,MARITIME SQUARE LUTHERAN DAY NURSERY,114.1082,22.358
514,MARTHA BOSS LUTHERAN DAY NURSERY,114.1792,22.3162
515,MASS PRESCHOOL,114.1727,22.298
516,MAY NGA KINDERGARTEN,114.0688,22.4338
517,MAY NGA KINDERGARTEN (BRANCH),113.9705,22.3992
518,MAY NGA NURSERY,114.1884,22.3244
519,MCC LITTLE ANGEL (TIN SHING) K/G,114.0565,22.4846
520,MEI LAM ESTATE TO KWONG KINDERGARTEN,114.1772,22.3777
521,MEI TUNG ESTATE ON KEE KINDERGARTEN,114.1571,22.2407
522,MELODY AC KG (PRIME VIEW GARDEN BR),113.9796,22.403
523,MELODY ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
524,MELODY NURSERY (MELODY GARDEN),113.9607,22.3752
525,MIGHTY OAKS INTERNATIONAL KINDERGARTEN,114.2751,22.3161
526,MILLS INTERNATIONAL PRESCHOOL,114.158,22.2846
527,MING WAI INTERNATIONAL KG (NORTH POINT),114.2027,22.2918
528,MING WAI INTERNATIONAL KINDERGARTEN,114.2751,22.3161
529,MING WAI INTL KG (PRINCE EDWARD BR),114.1982,22.2892
530,MING WAI KINDERGARTEN,114.0019,22.4685
531,MINK ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
532,MINK INTERNATIONAL PRE-SCHOOL,114.1639,22.3205
533,MISSION COVENANT CH SISTER ANNIE'S KG,114.2316,22.3145
534,MONG KOK AGNES ENGLISH KINDERGARTEN,114.2617,22.3103
535,MONTESSORI FOR CHILDREN (NURSERY),114.1884,22.3244
536,MOON LOK KINDERGARTEN,114.1537,22.464
537,MORI LISA INTERNATIONAL KINDERGARTEN,114.1769,22.3315
538,MOUNT KELLY INTERNATIONAL PRESCHOOL,114.1489,22.2597
539,MUI WO OWLS SCHOOL,114.0007,22.2641
540,MUNSANG COLLEGE KINDERGARTEN,114.1856,22.3329
541,MUSLIM COMMUNITY KINDERGARTEN,114.1783,22.2744
542,MYNORS INTERNATIONAL KINDERGARTEN,114.1769,22.3315
543,N.M.S. LUTHERAN KINDERGARTEN,114.1971,22.341
544,NAAC FANLING DAY NURSERY,114.25,22.263
545,NAAC TUNG CHUNG DAY NURSERY,114.1884,22.3244
546,NAAC TUNG YAN DAY NURSERY,114.25,22.263
547,NAAC YUEN LONG DAY NURSERY,114.0302,22.2054
548,NAM YING KINDERGARTEN,114.2382,22.425
549,NEW GENERATION ENGLISH KG (TUEN MUN),113.9783,22.3908
550,NEW JADE ELEMENTI KINDERGARTEN,114.2369,22.2636
551,NEW KLN WOMEN ASSN LOK WAH NURSERY,114.2204,22.3217
552,NEW KLN WOMEN ASSN SHA KOK NURSERY,114.1625,22.3196
553,NEW KLN WOMEN ASSN SUN CHUI NURSERY,114.1819,22.3689
554,NEW KLN WOMEN ASSN TSZ WAN SHAN NURSERY,114.1964,22.3496
555,NORD ANGLIA INT'L PRE-SCHOOL (SAI KUNG),114.3019,22.3775
556,NORD ANGLIA INTL PRE-SCHOOL (TAI TAM),114.2153,22.2255
557,NORTH POINT METHODIST CHURCH KG,114.1959,22.2889
558,NORWEGIAN INTERNATIONAL SCHOOL,114.1575,22.4476
559,NP METHODIST CHURCH KG (FORTRESS HILL),114.1955,22.2886
560,NT AOG CHURCH WAI YAN KINDERGARTEN,114.0114,22.44
561,NTW&JWA L CHEUNG FAT EST NURSERY SCHOOL,114.1996,22.3914
562,NTW&JWA L FANLING NURSERY SCHOOL,114.1996,22.3914
563,NTW&JWA L POK HONG ESTATE NURSERY SCHOOL,114.1996,22.3914
564,NTW&JWA L SHEUNG SHUI NURSERY SCHOOL,114.1996,22.3914
565,NTW&JWA L YUEN LONG NURSERY SCHOOL,114.1996,22.3914
566,OI KWAN RD BAPT CH LUI KWOK PAT FONG KG,114.1796,22.2759
567,OISCA JAPANESE KINDERGARTEN,114.1908,22.2618
568,OUR LADY OF LOURDES CATHOLIC KG,114.2305,22.3127
569,OUR LADY'S KINDERGARTEN,114.1954,22.3444
570,PARKVIEW INTERNATIONAL PRE-SCHOOL,114.1559,22.2475
571,PARKVIEW INTERNATIONAL PRE-SCHOOL (KLN),114.1559,22.2475
572,PARKVIEW RHINE GARDEN PRE-SCHOOL,114.0623,22.3678
573,PEACE EVANGELICAL CENTRE KG (TSING YI),114.1889,22.3455
574,PEACE EVANGELICAL CENTRE KINDERGARTEN,114.1889,22.3455
575,PEACE EVANGELICAL CTR KG (NGAU TAU KOK),114.2161,22.3202
576,PEACE EVANGELICAL CTR KG (TIN SHUI WAI),114.1889,22.3455
577,PENTECOSTAL CH OF HK LEUNG SING TAK ANGL,113.9701,22.4064
578,PENTECOSTAL CH OF HK TSEUNG KWAN O NS,114.2497,22.3048
579,PENTECOSTAL CHURCH OF HK NAM CHEONG NS,114.1891,22.3416
580,PENTECOSTAL CHURCH OF HK TAI WO NS,114.2138,22.4573
581,PICCOLO MONTE INTERNATIONAL KINDERGARTEN,114.1769,22.3315
582,PING SHEK KINGSLAND KINDERGARTEN,114.143,22.2841
583,PLK ANGELA LEONG ON KEI KG,114.2319,22.4197
584,PLK CHAN LAI WAI LIN KINDERGARTEN,114.2076,22.328
585,PLK CHAN SENG YEE KINDERGARTEN,114.0247,22.4468
586,PLK CHEUNG POON MEI YEE KINDERGARTEN,114.1998,22.342
587,PLK CHOI KOON SHUM (OPULENT HOUSE) KG,113.9748,22.4029
588,PLK CHOI KOON SHUM KINDERGARTEN,113.9748,22.4029
589,PLK CHU LEE YUET WAH KINDERGARTEN,114.2277,22.313
590,PLK ELEANOR KWOK LAW KWAI CHUN KG,114.1851,22.2761
591,PLK FIONA CHEUNG SUM YU KINDERGARTEN,114.0955,22.3558
592,PLK FONG TAM YUEN LEUNG TSZ WAN SHAN KG,114.0905,22.4422
593,PLK FONG WONG WOON TAI KINDERGARTEN,113.9633,22.3965
594,PLK FUNG LEUNG KIT MEMORIAL KINDERGARTEN,114.173,22.448
595,PLK KAM HING KINDERGARTEN,114.0567,22.4784
596,PLK LAM TING LAI LING KINDERGARTEN,114.1316,22.3477
597,PLK LAU CHAN SIU PO KINDERGARTEN,114.2076,22.328
598,PLK LI TSUI CHUNG SING MEMORIAL KG,113.9694,22.4036
599,PLK LUI CHAN WAI CHING (KWAI FONG) KG,114.126,22.3604
600,PLK MR & MRS CHARLIE LEE KINDERGARTEN,114.1032,22.3485
601,PLK MRS CHAO KING LIN KINDERGARTEN,114.1032,22.3485
602,PLK MRS FONG WONG KAM CHUEN KINDERGARTEN,113.9623,22.4069
603,PLK MRS TAM WAH CHING KINDERGARTEN,114.2601,22.366
604,PLK MRS VICWOOD K T CHONG (WAH KWAI) KG,113.9722,22.4017
605,PLK MRS VICWOOD KT CHONG KINDERGARTEN,113.9722,22.4017
606,PLK NG TOR TAI KINDERGARTEN,114.1818,22.3363
607,PLK TAI SO SHIU WAN KINDERGARTEN,114.25,22.263
608,PLK TAM AU-YEUNG SIU FONG MEMORIAL KG,114.1289,22.3588
609,PLK TANG BIK WAN MEMORIAL KINDERGARTEN,114.1971,22.2868
610,PLK TIN KA PING KINDERGARTEN,114.1385,22.2495
611,PLK TIN KA PING SIU HONG KINDERGARTEN,113.9784,22.4133
612,PLK TSE WONG PUI KUEN KINDERGARTEN,114.0231,22.4464
613,PLK YICK CHARK FUNG KINDERGARTEN,114.132,22.2856
614,PLK YICK KWAI FONG KINDERGARTEN,114.1283,22.359
615,PO LEUNG KUK BUTTERFLY BAY KINDERGARTEN,113.9748,22.4029
616,PO LEUNG KUK CHENG KWAN HOW YIN KG,114.257,22.309
617,PO LEUNG KUK CHI PUI KINDERGARTEN,113.9748,22.4029
618,PO LEUNG KUK CHOI KAI YAU KG,114.1476,22.3445
619,PO LEUNG KUK FONG TAM YUEN LEUNG KG,113.9623,22.4069
620,PO LEUNG KUK KIM HUYNH KINDERGARTEN,113.9748,22.4029
621,PO LEUNG KUK KWUN TONG KINDERGARTEN,114.257,22.309
622,PO LEUNG KUK LAU CHUN KINDERGARTEN,114.1851,22.2761
623,PO LEUNG KUK LEE SHU FOOK KINDERGARTEN,113.9748,22.4029
624,PO LEUNG KUK LEE SIU CHAN KINDERGARTEN,114.1032,22.3485
625,PO LEUNG KUK LEK YUEN KINDERGARTEN,113.9748,22.4029
626,PO LEUNG KUK LUI CHAN WAI CHING KG,114.0983,22.3502
627,PO LEUNG KUK LUI KAM TAI KINDERGARTEN,114.3202,22.3943
628,PO LEUNG KUK WAI YIN KG,114.1232,22.374
629,PO LEUNG KUK WONG SIU CHING KINDERGARTEN,114.0983,22.3502
630,PO LEUNG KUK YAU OI KINDERGARTEN,113.9748,22.4029
631,PO LEUNG KUK YUEN LONG KINDERGARTEN,113.9748,22.4029
632,PODS KINDERGARTEN,114.0688,22.4338
633,PODS KINDERGARTEN (HARBOUR HEIGHTS),114.1916,22.2878
634,POH CHAN POON PUI CHING MEMORIAL KG,114.2399,22.3
635,POH MRS CHU KWOK KING MEMORIAL KG,114.1032,22.3485
636,POK OI HOSPITAL CHAN HSU FONG LAM KG,114.1779,22.3656
637,POK OI HOSPITAL MRS YAM WING YIN KG,114.0036,22.3722
638,POK OI HOSPITAL SY SIOK CHUN KG,114.2582,22.3136
639,POOI TO PRIMARY SCHOOL,114.1863,22.3243
640,PRECIOUS BLOOD KG (SHAM SHUI PO),114.1483,22.5063
641,PRECIOUS BLOOD KINDERGARTEN,114.1876,22.2657
642,PRE-SCHOOL PLAYGROUPS ASSO - CITY KIDZ,114.2695,22.3818
643,PRISTINE KINDERGARTEN,114.1812,22.3807
644,PROSPEROUS GARDEN BAPTIST NURSERY SCHOOL,114.168,22.3103
645,PUI CHING PRIMARY SCHOOL,114.1763,22.3175
646,RAIMONDI COLLEGE KINDERGARTEN SECTION,N,N
647,REDEMPTION LUTHERAN KINDERGARTEN,114.1971,22.341
648,REGENT'S KINDERGARTEN (BRANCH SCHOOL),113.9705,22.3992
649,REGINA COELI ANGLO-CHINESE KG (2ND BR),114.1982,22.2892
650,REGINA COELI ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
651,REGIS KINDERGARTEN,114.2382,22.425
652,RHENISH MISSION SCHOOL,114.1472,22.284
653,RIGHTMIND KINDERGARTEN,114.165,22.3132
654,RIVIERA FUNFUL KINDERGARTEN,114.0752,22.3678
655,ROCK OF AGES LUTHERAN KINDERGARTEN,114.1971,22.341
656,ROSARYHILL KINDERGARTEN,114.183,22.2634
657,SA CATHERINE BOOTH NURSERY SCH,114.2056,22.3469
658,SA CENTALINE CHARITY FUND YAU TONG KG,114.2374,22.2619
659,SA CHAN KWAN TUNG KINDERGARTEN,114.0247,22.4468
660,SA FU KEUNG KINDERGARTEN,114.186,22.3389
661,SA HING YAN KINDERGARTEN,114.0247,22.4468
662,SA HOI FU NURSERY SCH,114.1982,22.2892
663,SA JAT MIN NURSERY SCH,114.1911,22.3755
664,SA KAM TIN NURSERY SCH,114.0672,22.439
665,SA LAI CHI KOK NURSERY SCH,114.1605,22.3288
666,SA LEI MUK SHUE NURSERY SCH,114.134,22.3793
667,SA LOK MAN NURSERY SCH,114.1982,22.2892
668,SA MING TAK NURSERY SCH,114.1982,22.2892
669,SA NG KWOK WAI MEMORIAL KINDERGARTEN,114.0688,22.4338
670,SA NORTH POINT NURSERY SCHOOL,114.2094,22.2889
671,SA PAK TIN NURSERY SCH,114.1686,22.3378
672,SA SAM SHING NURSERY SCH,113.9787,22.3813
673,SA TAI WO HAU NURSERY SCH,114.1245,22.3697
674,SA TAI YUEN NURSERY SCH,114.0302,22.2054
675,SA TIN KA PING KINDERGARTEN,114.1385,22.2495
676,SA TIN PING NURSERY SCHOOL,114.1326,22.504
677,SA TSUEN WAN NURSERY SCH,114.25,22.263
678,SA WAH FU NURSERY SCH,114.1982,22.2892
679,SA WO CHE NURSERY SCH,114.1937,22.3858
680,SACRED HEART CANOSSIAN KINDERGARTEN,114.1534,22.28
681,SAFARI KID INTERNATIONAL KINDERGARTEN,114.1769,22.3315
682,SAGARMATHA KINDERGARTEN,114.165,22.3132
683,SAI KUNG LOK-YUK KINDERGARTEN,114.2695,22.3818
684,SAI KUNG PRE-SCHOOL GROUP,114.3026,22.3877
685,SAINT BRIGIT INTERNATIONAL KINDERGARTEN,114.2751,22.3161
686,SAINT MAY SCHOOL,113.9796,22.3829
687,SALVATION ARMY PING TIN KINDERGARTEN,114.1924,22.3752
688,SAN PO KONG RHENISH NURSERY,114.1927,22.28
689,SDM-CHATSWORTH INTERNATIONAL KG,114.1982,22.2892
690,SEMPLE KINDERGARTEN,113.9777,22.3837
691,SHAM SHUI PO BAPTIST CHURCH KINDERGARTEN,114.1372,22.3651
692,SHAM SHUI PO TAK SHIN KINDERGARTEN,114.1761,22.4522
693,SHAN KING ESTATE BAPTIST KINDERGARTEN,113.967,22.3968
694,SHARON LUTHERAN CHURCH KG (TSZ OI BR),114.1808,22.3786
695,SHARON LUTHERAN CHURCH KINDERGARTEN,114.1855,22.3727
696,SHAU KEI WAN METHODIST KINDERGARTEN,114.2332,22.2683
697,SHAUKIWAN KF WEL CMY CTR CKT MEM KG,114.2293,22.277
698,SHAUKIWAN TSUNG TSIN NURSERY SCH,114.2311,22.2818
699,SHENG KUNG HUI KINDERGARTEN,114.196,22.2704
700,SHEUNG SHUI CHURCH KINDERGARTEN,114.1266,22.5085
701,SHEUNG SHUI PUI YAU KINDERGARTEN,114.1012,22.5069
702,SHEUNG SHUI RHENISH CHURCH KINDERGARTEN,114.1266,22.5085
703,SHEUNG SHUI WAI CHOW KG (BRANCH),114.135,22.5032
704,SHIN YAT TONG ON YAT KINDERGARTEN,114.172,22.3075
705,SHIN YAT TONG YAT TUNG KINDERGARTEN,113.9364,22.2811
706,SHUN SANG ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
707,SHUN TAK FRATERNAL ASSN LEUNG KIT WAH KG,114.2557,22.3233
708,SHUN TIN RHENISH NURSERY,114.1927,22.28
709,SIN CHING KINDERGARTEN,114.098,22.3504
710,SINGAPORE INTERNATIONAL SCH (HONG KONG),114.1672,22.2446
711,SIS. IMMACULATE HEART MARY GOSPEL SMP KG,114.1834,22.3757
712,SIS. IMMACULATE HEART OF MARY WTS KG,114.168,22.446
713,SJS BELCHER KG,114.1982,22.2892
714,SJS CAUSEWAY BAY KG,114.1889,22.2793
715,SJS KATHLEEN MCDOUALL KG,114.1982,22.2892
716,SKH CROWN OF THORNS CHURCH KWAI CHUNG KG,114.1225,22.3682
717,SKH CROWN OF THORNS CHURCH SADICK KG,114.1225,22.3682
718,SKH GOOD SHEPHERD KINDERGARTEN,114.1878,22.3181
719,SKH HOLY NATIVITY CHURCH KINDERGARTEN,114.2313,22.2755
720,SKH HOLY SPIRIT CHURCH KG,114.1996,22.381
721,SKH HOLY TRINITY CH TSANG SHIU TIM KG,114.1948,22.3867
722,SKH KINDLY LIGHT CH HOLY CARPENTER KG,114.2034,22.3466
723,SKH KINDLY LIGHT CH HOLY CARPENTER KG BR,114.2034,22.3466
724,SKH KINDLY LIGHT CHURCH OR PUI CHEUNG KG,114.2034,22.3466
725,SKH S P CH CASTLE PEAK TSING WUN RD KG,113.9659,22.3913
726,SKH SHAM SHUI PO KEI OI CHURCH KG,114.168,22.332
727,SKH ST CHRISTOPHER'S NUR (KWAI CHUNG),114.1281,22.37
728,SKH ST CHRISTOPHER'S NURSERY(WAN CHAI),114.2429,22.2651
729,SKH ST JOSEPH'S CHURCH KINDERGARTEN,114.0688,22.4338
730,SKH ST PETER'S CH CP SIU LUN COURT KG,113.9769,22.3837
731,SKH ST PETER'S CH SHAN KING ESTATE KG,113.9647,22.396
732,SKH ST PETER'S CHURCH KG (CASTLE PEAK),113.967,22.3923
733,SKH THE CHURCH OF OUR SAVIOUR KG,113.9777,22.3972
734,SKY WIDE INTERNATIONAL KINDERGARTEN,114.2751,22.3161
735,SMALL WORLD CHRISTIAN KINDERGARTEN,114.1782,22.3273
736,SOPHIE KINDERGARTEN,114.165,22.3132
737,SOUTHSIDE KINDERGARTEN,114.165,22.3132
738,SPRING VIEW KINDERGARTEN,114.1971,22.2868
739,ST ANDREW'S CATHOLIC KINDERGARTEN,114.0013,22.4497
740,ST ANNA ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
741,ST ANTHONY'S ANGLO-CHINESE PRI SCH & KG,114.1477,22.2839
742,ST ANTONIUS KINDERGARTEN,114.2383,22.301
743,ST BARNABAS' CHURCH KINDERGARTEN,114.2255,22.3161
744,ST CATHERINE'S INTERNATIONAL KG,114.1776,22.3282
745,ST CLARE'S PRIMARY SCHOOL,114.1404,22.2835
746,ST DOMINIC ANGLO-CHINESE KINDERGARTEN,114.2396,22.2756
747,ST JAMES CATHOLIC KINDERGARTEN,114.0013,22.4497
748,ST JAMES LUTHERAN K/G,114.2383,22.2941
749,ST JOHANNES COLLEGE,114.1784,22.3338
750,ST LORRAINE ENGLISH KINDERGARTEN,114.2617,22.3103
751,ST LORRAINE KINDERGARTEN (YUEN LONG),114.0284,22.4419
752,ST MARGARET MARY'S CATHOLIC KINDERGARTEN,114.0013,22.4497
753,ST MARK'S CHURCH BRADBURY KINDERGARTEN,114.1809,22.3198
754,ST MATTHEW'S CHURCH KINDERGARTEN,114.1472,22.2857
755,ST MATTHIAS' CHURCH CHIU CHUN KG,114.0219,22.4455
756,ST MATTHIAS' CHURCH NURSERY SCHOOL,114.0219,22.4455
757,ST MONICA'S AC KG (WAH KWAI ESTATE),114.138,22.2502
758,ST MONICA'S ANGLO-CHINESE KG (HING TUNG),114.1982,22.2892
759,ST MONICA'S ANGLO-CHINESE KG (TSUEN WAN),114.1982,22.2892
760,ST MONICA'S ANGLO-CHINESE KINDERGARTEN,114.2251,22.4036
761,ST MONICA'S KINDERGARTEN,114.2617,22.3103
762,ST MONICA'S KINDERGARTEN (TSUEN WAN),114.1164,22.3718
763,ST NICHOLAS' ENGLISH KG,114.177,22.3322
764,ST PAUL'S CHURCH KINDERGARTEN,114.1553,22.2795
765,ST PAUL'S DAY NURSERY,114.0302,22.2054
766,ST PAUL'S KINDERGARTEN,114.1867,22.2782
767,ST PETER'S CATHOLIC KG,114.1486,22.2449
768,ST PETER'S CHURCH KINDERGARTEN,113.967,22.3923
769,ST PETER'S CHURCH KINDERGARTEN (STANLEY),113.967,22.3923
